[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-24 17:51:38] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-24 17:51:38] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697\
[2024-12-24 17:51:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:fbf0ca12ee8baebf02f6c66bcdbd4385b2786139===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 676
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af50363d34-O2lzLp.tmp
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af50363f11-wGnQXe.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=479
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=479
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=479
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js?simply_static_page=479
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 1001 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 1001 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af50363f11-wGnQXe.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af50363d34-O2lzLp.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:94de8375c17180515ea820c823a13308abdbfc34===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 676
ss/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 676
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af50380009-V2OVFB.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=480
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=480
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5038150c-RE0b39.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=480
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js?simply_static_page=480
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af50380009-V2OVFB.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5038150c-RE0b39.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 676
ss/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5038914c-kHjSbb.tmp
js/packages/wp-media/wp-media.js
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=482
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 676
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=482
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5038a5ca-7uMZWC.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=482
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=482
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 2317 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 2317 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:229] Unable to create temporary directory: C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697\/wp-content/plugins/elementor/assets/js/packages/wp-media/
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5038914c-kHjSbb.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503a5859-76iOIy.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=483
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=483
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:a725298d01ed597bd3482e072acb6bdc32e7f04e===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 676
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503a5859-76iOIy.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503aeea6-wcWIUd.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=483
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=483
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503aeea6-wcWIUd.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:34f40dc8a72c793144ef7413554354a00cd6f938===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:34f40dc8a72c793144ef7413554354a00cd6f938===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503b56de-CDa6I1.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=484
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=484
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503b65c6-Nya0nI.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=484
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=484
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 1935 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 1935 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503b56de-CDa6I1.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503b65c6-Nya0nI.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:a38011ba174c03294f13598ed4dc21b7ad8e4e0e===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 676
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:a38011ba174c03294f13598ed4dc21b7ad8e4e0e===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 676
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503d27f6-rsd6sP.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=485
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=485
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503d349e-vfk8UM.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=485
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=485
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503d27f6-rsd6sP.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503dc64f-HWIfTv.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=486
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=486
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503d349e-vfk8UM.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-24 17:53:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 676
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af503e3b7f-xFAUoE.tmp
[2024-12-24 17:53:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=486
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=486
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 791 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af503dc64f-HWIfTv.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:103] Filesize: 791 bytes
[2024-12-24 17:53:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
